id,role,experience_band,years_experience,focus_area,skill_topic,difficulty_level,question_text,question_family,skill_area
Q_01286,DevOps Engineer,senior_professional,8.8,personality,Communication,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1286.",behavioral,Communication
Q_01287,DevOps Engineer,senior_professional,7.7,personality,Attention to detail,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1287.",behavioral,Communication
Q_01288,DevOps Engineer,senior_professional,6.6,personality,Openness to learning,hard,"For a DevOps Engineer, ask a hard scenario personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1288.",scenario,Communication
Q_01289,DevOps Engineer,senior_professional,7.3,personality,Attention to detail,hard,"For a DevOps Engineer, ask a hard scenario personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1289.",scenario,Communication
Q_01290,DevOps Engineer,senior_professional,7.8,personality,Attention to detail,hard,"For a DevOps Engineer, ask a hard scenario personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1290.",scenario,Communication
Q_01291,DevOps Engineer,senior_professional,8.2,personality,Communication,hard,"For a DevOps Engineer, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1291.",scenario,Communication
Q_01292,DevOps Engineer,senior_professional,6.1,personality,Attention to detail,hard,"For a DevOps Engineer, ask a hard scenario personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1292.",scenario,Communication
Q_01293,DevOps Engineer,senior_professional,6.6,personality,Communication,hard,"For a DevOps Engineer, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1293.",scenario,Communication
Q_01294,DevOps Engineer,senior_professional,6.0,personality,Attention to detail,hard,"For a DevOps Engineer, ask a hard scenario personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1294.",scenario,Communication
Q_01295,DevOps Engineer,senior_professional,6.5,personality,Openness to learning,hard,"For a DevOps Engineer, ask a hard scenario personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1295.",scenario,Communication
Q_01296,DevOps Engineer,senior_professional,7.0,personality,Stress handling,hard,"For a DevOps Engineer, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1296.",scenario,Communication
Q_01297,DevOps Engineer,industry_veteran,13.7,technical,Networking,easy,"For a DevOps Engineer with industry_veteran experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 1297.",conceptual,Networking
Q_01298,DevOps Engineer,industry_veteran,13.7,technical,DevOps,easy,"For a DevOps Engineer with industry_veteran experience, ask a easy conceptual question about DevOps. Include practical constraints and evaluation points. Question id 1298.",conceptual,DevOps
Q_01299,DevOps Engineer,industry_veteran,14.6,technical,Networking,easy,"For a DevOps Engineer with industry_veteran experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 1299.",conceptual,Networking
Q_01300,DevOps Engineer,industry_veteran,10.5,technical,Networking,easy,"For a DevOps Engineer with industry_veteran experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 1300.",conceptual,Networking
Q_01301,DevOps Engineer,industry_veteran,10.1,technical,Operating Systems,easy,"For a DevOps Engineer with industry_veteran experience, ask a easy conceptual question about Operating Systems. Include practical constraints and evaluation points. Question id 1301.",conceptual,Operating Systems
Q_01302,DevOps Engineer,industry_veteran,11.8,technical,DevOps,easy,"For a DevOps Engineer with industry_veteran experience, ask a easy optimization question about DevOps. Include practical constraints and evaluation points. Question id 1302.",optimization,DevOps
Q_01303,DevOps Engineer,industry_veteran,10.2,technical,Networking,easy,"For a DevOps Engineer with industry_veteran experience, ask a easy scenario question about Networking. Include practical constraints and evaluation points. Question id 1303.",scenario,Networking
Q_01304,DevOps Engineer,industry_veteran,11.8,technical,Networking,easy,"For a DevOps Engineer with industry_veteran experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 1304.",conceptual,Networking
Q_01305,DevOps Engineer,industry_veteran,10.7,technical,DevOps,easy,"For a DevOps Engineer with industry_veteran experience, ask a easy conceptual question about DevOps. Include practical constraints and evaluation points. Question id 1305.",conceptual,DevOps
Q_01306,DevOps Engineer,industry_veteran,10.4,technical,DevOps,medium,"For a DevOps Engineer with industry_veteran experience, ask a medium scenario question about DevOps. Include practical constraints and evaluation points. Question id 1306.",scenario,DevOps
Q_01307,DevOps Engineer,industry_veteran,14.9,technical,Operating Systems,medium,"For a DevOps Engineer with industry_veteran experience, ask a medium scenario question about Operating Systems. Include practical constraints and evaluation points. Question id 1307.",scenario,Operating Systems
Q_01308,DevOps Engineer,industry_veteran,14.9,technical,DevOps,medium,"For a DevOps Engineer with industry_veteran experience, ask a medium scenario question about DevOps. Include practical constraints and evaluation points. Question id 1308.",scenario,DevOps
Q_01309,DevOps Engineer,industry_veteran,12.0,technical,Networking,medium,"For a DevOps Engineer with industry_veteran experience, ask a medium behavioral question about Networking. Include practical constraints and evaluation points. Question id 1309.",behavioral,Networking
Q_01310,DevOps Engineer,industry_veteran,13.7,technical,Networking,medium,"For a DevOps Engineer with industry_veteran experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 1310.",scenario,Networking
Q_01311,DevOps Engineer,industry_veteran,11.4,technical,DevOps,medium,"For a DevOps Engineer with industry_veteran experience, ask a medium scenario question about DevOps. Include practical constraints and evaluation points. Question id 1311.",scenario,DevOps
Q_01312,DevOps Engineer,industry_veteran,10.7,technical,Networking,medium,"For a DevOps Engineer with industry_veteran experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 1312.",scenario,Networking
Q_01313,DevOps Engineer,industry_veteran,14.9,technical,Operating Systems,medium,"For a DevOps Engineer with industry_veteran experience, ask a medium scenario question about Operating Systems. Include practical constraints and evaluation points. Question id 1313.",scenario,Operating Systems
Q_01314,DevOps Engineer,industry_veteran,13.3,technical,Networking,medium,"For a DevOps Engineer with industry_veteran experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 1314.",scenario,Networking
Q_01315,DevOps Engineer,industry_veteran,14.2,technical,DevOps,hard,"For a DevOps Engineer with industry_veteran experience, ask a hard architecture question about DevOps. Include practical constraints and evaluation points. Question id 1315.",architecture,DevOps
Q_01316,DevOps Engineer,industry_veteran,11.4,technical,DevOps,hard,"For a DevOps Engineer with industry_veteran experience, ask a hard architecture question about DevOps. Include practical constraints and evaluation points. Question id 1316.",architecture,DevOps
Q_01317,DevOps Engineer,industry_veteran,10.4,technical,Networking,hard,"For a DevOps Engineer with industry_veteran experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 1317.",architecture,Networking
Q_01318,DevOps Engineer,industry_veteran,10.8,technical,Networking,hard,"For a DevOps Engineer with industry_veteran experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 1318.",architecture,Networking
Q_01319,DevOps Engineer,industry_veteran,14.6,technical,Networking,hard,"For a DevOps Engineer with industry_veteran experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 1319.",architecture,Networking
Q_01320,DevOps Engineer,industry_veteran,10.7,technical,DevOps,hard,"For a DevOps Engineer with industry_veteran experience, ask a hard architecture question about DevOps. Include practical constraints and evaluation points. Question id 1320.",architecture,DevOps
Q_01321,DevOps Engineer,industry_veteran,13.1,technical,Networking,hard,"For a DevOps Engineer with industry_veteran experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 1321.",architecture,Networking
Q_01322,DevOps Engineer,industry_veteran,14.7,technical,DevOps,hard,"For a DevOps Engineer with industry_veteran experience, ask a hard architecture question about DevOps. Include practical constraints and evaluation points. Question id 1322.",architecture,DevOps
Q_01323,DevOps Engineer,industry_veteran,10.5,technical,Operating Systems,hard,"For a DevOps Engineer with industry_veteran experience, ask a hard architecture question about Operating Systems. Include practical constraints and evaluation points. Question id 1323.",architecture,Operating Systems
Q_01324,DevOps Engineer,industry_veteran,11.5,personality,Stress handling,easy,"For a DevOps Engineer, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1324.",behavioral,Communication
Q_01325,DevOps Engineer,industry_veteran,13.8,personality,Stress handling,easy,"For a DevOps Engineer, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1325.",behavioral,Communication
Q_01326,DevOps Engineer,industry_veteran,13.6,personality,Collaboration,easy,"For a DevOps Engineer, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1326.",behavioral,Communication
Q_01327,DevOps Engineer,industry_veteran,11.6,personality,Openness to learning,easy,"For a DevOps Engineer, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1327.",behavioral,Communication
Q_01328,DevOps Engineer,industry_veteran,15.0,personality,Communication,easy,"For a DevOps Engineer, ask a easy behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1328.",behavioral,Communication
Q_01329,DevOps Engineer,industry_veteran,10.7,personality,Openness to learning,easy,"For a DevOps Engineer, ask a easy scenario personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1329.",scenario,Communication
Q_01330,DevOps Engineer,industry_veteran,14.7,personality,Openness to learning,easy,"For a DevOps Engineer, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1330.",behavioral,Communication
Q_01331,DevOps Engineer,industry_veteran,13.1,personality,Attention to detail,easy,"For a DevOps Engineer, ask a easy behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1331.",behavioral,Communication
Q_01332,DevOps Engineer,industry_veteran,10.5,personality,Stress handling,easy,"For a DevOps Engineer, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1332.",behavioral,Communication
Q_01333,DevOps Engineer,industry_veteran,11.5,personality,Collaboration,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1333.",behavioral,Communication
Q_01334,DevOps Engineer,industry_veteran,13.7,personality,Attention to detail,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1334.",behavioral,Communication
Q_01335,DevOps Engineer,industry_veteran,11.4,personality,Stress handling,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1335.",behavioral,Communication
Q_01336,DevOps Engineer,industry_veteran,10.2,personality,Stress handling,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1336.",behavioral,Communication
Q_01337,DevOps Engineer,industry_veteran,14.1,personality,Attention to detail,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1337.",behavioral,Communication
Q_01338,DevOps Engineer,industry_veteran,10.2,personality,Collaboration,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1338.",behavioral,Communication
Q_01339,DevOps Engineer,industry_veteran,10.0,personality,Attention to detail,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1339.",behavioral,Communication
Q_01340,DevOps Engineer,industry_veteran,10.8,personality,Openness to learning,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1340.",behavioral,Communication
Q_01341,DevOps Engineer,industry_veteran,12.3,personality,Stress handling,medium,"For a DevOps Engineer, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1341.",behavioral,Communication
Q_01342,DevOps Engineer,industry_veteran,14.1,personality,Collaboration,hard,"For a DevOps Engineer, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1342.",scenario,Communication
Q_01343,DevOps Engineer,industry_veteran,11.5,personality,Collaboration,hard,"For a DevOps Engineer, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1343.",scenario,Communication
Q_01344,DevOps Engineer,industry_veteran,13.2,personality,Communication,hard,"For a DevOps Engineer, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1344.",scenario,Communication
Q_01345,DevOps Engineer,industry_veteran,13.0,personality,Stress handling,hard,"For a DevOps Engineer, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1345.",scenario,Communication
Q_01346,DevOps Engineer,industry_veteran,10.5,personality,Collaboration,hard,"For a DevOps Engineer, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1346.",scenario,Communication
Q_01347,DevOps Engineer,industry_veteran,14.1,personality,Communication,hard,"For a DevOps Engineer, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1347.",scenario,Communication
Q_01348,DevOps Engineer,industry_veteran,13.7,personality,Stress handling,hard,"For a DevOps Engineer, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1348.",scenario,Communication
Q_01349,DevOps Engineer,industry_veteran,10.9,personality,Stress handling,hard,"For a DevOps Engineer, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1349.",scenario,Communication
Q_01350,DevOps Engineer,industry_veteran,10.5,personality,Attention to detail,hard,"For a DevOps Engineer, ask a hard scenario personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1350.",scenario,Communication
Q_01351,SQL Developer,fresher,0.0,technical,DBMS,easy,"For a SQL Developer with fresher experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1351.",conceptual,DBMS
Q_01352,SQL Developer,fresher,0.7,technical,DBMS,easy,"For a SQL Developer with fresher experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1352.",conceptual,DBMS
Q_01353,SQL Developer,fresher,0.8,technical,DBMS,easy,"For a SQL Developer with fresher experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1353.",conceptual,DBMS
Q_01354,SQL Developer,fresher,0.6,technical,DBMS,easy,"For a SQL Developer with fresher experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1354.",conceptual,DBMS
Q_01355,SQL Developer,fresher,0.6,technical,DBMS,easy,"For a SQL Developer with fresher experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1355.",conceptual,DBMS
Q_01356,SQL Developer,fresher,0.0,technical,DBMS,easy,"For a SQL Developer with fresher experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1356.",conceptual,DBMS
Q_01357,SQL Developer,fresher,0.7,technical,DBMS,easy,"For a SQL Developer with fresher experience, ask a easy architecture question about DBMS. Include practical constraints and evaluation points. Question id 1357.",architecture,DBMS
Q_01358,SQL Developer,fresher,0.1,technical,DBMS,easy,"For a SQL Developer with fresher experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1358.",conceptual,DBMS
Q_01359,SQL Developer,fresher,0.4,technical,DBMS,easy,"For a SQL Developer with fresher experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1359.",conceptual,DBMS
Q_01360,SQL Developer,fresher,0.8,technical,DBMS,medium,"For a SQL Developer with fresher experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1360.",scenario,DBMS
Q_01361,SQL Developer,fresher,0.8,technical,DBMS,medium,"For a SQL Developer with fresher experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1361.",scenario,DBMS
Q_01362,SQL Developer,fresher,0.9,technical,DBMS,medium,"For a SQL Developer with fresher experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1362.",scenario,DBMS
Q_01363,SQL Developer,fresher,0.1,technical,DBMS,medium,"For a SQL Developer with fresher experience, ask a medium behavioral question about DBMS. Include practical constraints and evaluation points. Question id 1363.",behavioral,DBMS
Q_01364,SQL Developer,fresher,0.4,technical,DBMS,medium,"For a SQL Developer with fresher experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1364.",scenario,DBMS
Q_01365,SQL Developer,fresher,0.1,technical,DBMS,medium,"For a SQL Developer with fresher experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1365.",scenario,DBMS
Q_01366,SQL Developer,fresher,0.3,technical,DBMS,medium,"For a SQL Developer with fresher experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1366.",scenario,DBMS
Q_01367,SQL Developer,fresher,0.3,technical,DBMS,medium,"For a SQL Developer with fresher experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1367.",scenario,DBMS
Q_01368,SQL Developer,fresher,0.5,technical,DBMS,medium,"For a SQL Developer with fresher experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1368.",scenario,DBMS
Q_01369,SQL Developer,fresher,0.5,technical,DBMS,hard,"For a SQL Developer with fresher experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1369.",architecture,DBMS
Q_01370,SQL Developer,fresher,0.8,technical,DBMS,hard,"For a SQL Developer with fresher experience, ask a hard scenario question about DBMS. Include practical constraints and evaluation points. Question id 1370.",scenario,DBMS
Q_01371,SQL Developer,fresher,0.2,technical,DBMS,hard,"For a SQL Developer with fresher experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1371.",architecture,DBMS
Q_01372,SQL Developer,fresher,0.7,technical,DBMS,hard,"For a SQL Developer with fresher experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1372.",architecture,DBMS
Q_01373,SQL Developer,fresher,0.7,technical,DBMS,hard,"For a SQL Developer with fresher experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1373.",architecture,DBMS
Q_01374,SQL Developer,fresher,0.4,technical,DBMS,hard,"For a SQL Developer with fresher experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1374.",architecture,DBMS
Q_01375,SQL Developer,fresher,0.8,technical,DBMS,hard,"For a SQL Developer with fresher experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1375.",architecture,DBMS
Q_01376,SQL Developer,fresher,0.5,technical,DBMS,hard,"For a SQL Developer with fresher experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1376.",architecture,DBMS
Q_01377,SQL Developer,fresher,0.3,technical,DBMS,hard,"For a SQL Developer with fresher experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1377.",architecture,DBMS
Q_01378,SQL Developer,fresher,0.4,personality,Openness to learning,easy,"For a SQL Developer, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1378.",behavioral,Communication
Q_01379,SQL Developer,fresher,0.1,personality,Attention to detail,easy,"For a SQL Developer, ask a easy behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1379.",behavioral,Communication
Q_01380,SQL Developer,fresher,0.3,personality,Communication,easy,"For a SQL Developer, ask a easy behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1380.",behavioral,Communication
Q_01381,SQL Developer,fresher,0.7,personality,Collaboration,easy,"For a SQL Developer, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1381.",behavioral,Communication
Q_01382,SQL Developer,fresher,0.9,personality,Attention to detail,easy,"For a SQL Developer, ask a easy behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1382.",behavioral,Communication
Q_01383,SQL Developer,fresher,0.6,personality,Collaboration,easy,"For a SQL Developer, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1383.",behavioral,Communication
Q_01384,SQL Developer,fresher,0.5,personality,Collaboration,easy,"For a SQL Developer, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1384.",behavioral,Communication
Q_01385,SQL Developer,fresher,0.1,personality,Openness to learning,easy,"For a SQL Developer, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1385.",behavioral,Communication
Q_01386,SQL Developer,fresher,0.5,personality,Attention to detail,easy,"For a SQL Developer, ask a easy behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1386.",behavioral,Communication
Q_01387,SQL Developer,fresher,0.0,personality,Attention to detail,medium,"For a SQL Developer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1387.",behavioral,Communication
Q_01388,SQL Developer,fresher,0.3,personality,Stress handling,medium,"For a SQL Developer, ask a medium conceptual personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1388.",conceptual,Communication
Q_01389,SQL Developer,fresher,0.1,personality,Attention to detail,medium,"For a SQL Developer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1389.",behavioral,Communication
Q_01390,SQL Developer,fresher,0.2,personality,Openness to learning,medium,"For a SQL Developer, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1390.",behavioral,Communication
Q_01391,SQL Developer,fresher,0.3,personality,Communication,medium,"For a SQL Developer, ask a medium scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1391.",scenario,Communication
Q_01392,SQL Developer,fresher,0.6,personality,Collaboration,medium,"For a SQL Developer, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1392.",behavioral,Communication
Q_01393,SQL Developer,fresher,0.7,personality,Collaboration,medium,"For a SQL Developer, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1393.",behavioral,Communication
Q_01394,SQL Developer,fresher,0.8,personality,Communication,medium,"For a SQL Developer, ask a medium scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1394.",scenario,Communication
Q_01395,SQL Developer,fresher,0.2,personality,Stress handling,medium,"For a SQL Developer, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1395.",behavioral,Communication
Q_01396,SQL Developer,fresher,0.5,personality,Communication,hard,"For a SQL Developer, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 1396.",scenario,Communication
Q_01397,SQL Developer,fresher,0.5,personality,Openness to learning,hard,"For a SQL Developer, ask a hard conceptual personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1397.",conceptual,Communication
Q_01398,SQL Developer,fresher,0.9,personality,Collaboration,hard,"For a SQL Developer, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1398.",scenario,Communication
Q_01399,SQL Developer,fresher,0.5,personality,Stress handling,hard,"For a SQL Developer, ask a hard behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1399.",behavioral,Communication
Q_01400,SQL Developer,fresher,0.7,personality,Openness to learning,hard,"For a SQL Developer, ask a hard scenario personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 1400.",scenario,Communication
Q_01401,SQL Developer,fresher,0.4,personality,Attention to detail,hard,"For a SQL Developer, ask a hard conceptual personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 1401.",conceptual,Communication
Q_01402,SQL Developer,fresher,0.7,personality,Stress handling,hard,"For a SQL Developer, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1402.",scenario,Communication
Q_01403,SQL Developer,fresher,0.3,personality,Stress handling,hard,"For a SQL Developer, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 1403.",scenario,Communication
Q_01404,SQL Developer,fresher,0.7,personality,Collaboration,hard,"For a SQL Developer, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 1404.",scenario,Communication
Q_01405,SQL Developer,junior_professional,1.8,technical,DBMS,easy,"For a SQL Developer with junior_professional experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1405.",conceptual,DBMS
Q_01406,SQL Developer,junior_professional,1.0,technical,DBMS,easy,"For a SQL Developer with junior_professional experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1406.",conceptual,DBMS
Q_01407,SQL Developer,junior_professional,2.0,technical,DBMS,easy,"For a SQL Developer with junior_professional experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1407.",conceptual,DBMS
Q_01408,SQL Developer,junior_professional,2.2,technical,DBMS,easy,"For a SQL Developer with junior_professional experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1408.",conceptual,DBMS
Q_01409,SQL Developer,junior_professional,1.6,technical,DBMS,easy,"For a SQL Developer with junior_professional experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1409.",conceptual,DBMS
Q_01410,SQL Developer,junior_professional,1.1,technical,DBMS,easy,"For a SQL Developer with junior_professional experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1410.",conceptual,DBMS
Q_01411,SQL Developer,junior_professional,2.2,technical,DBMS,easy,"For a SQL Developer with junior_professional experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1411.",conceptual,DBMS
Q_01412,SQL Developer,junior_professional,1.4,technical,DBMS,easy,"For a SQL Developer with junior_professional experience, ask a easy conceptual question about DBMS. Include practical constraints and evaluation points. Question id 1412.",conceptual,DBMS
Q_01413,SQL Developer,junior_professional,2.4,technical,DBMS,easy,"For a SQL Developer with junior_professional experience, ask a easy debugging question about DBMS. Include practical constraints and evaluation points. Question id 1413.",debugging,DBMS
Q_01414,SQL Developer,junior_professional,2.9,technical,DBMS,medium,"For a SQL Developer with junior_professional experience, ask a medium optimization question about DBMS. Include practical constraints and evaluation points. Question id 1414.",optimization,DBMS
Q_01415,SQL Developer,junior_professional,1.1,technical,DBMS,medium,"For a SQL Developer with junior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1415.",scenario,DBMS
Q_01416,SQL Developer,junior_professional,2.1,technical,DBMS,medium,"For a SQL Developer with junior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1416.",scenario,DBMS
Q_01417,SQL Developer,junior_professional,1.7,technical,DBMS,medium,"For a SQL Developer with junior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1417.",scenario,DBMS
Q_01418,SQL Developer,junior_professional,2.2,technical,DBMS,medium,"For a SQL Developer with junior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1418.",scenario,DBMS
Q_01419,SQL Developer,junior_professional,1.7,technical,DBMS,medium,"For a SQL Developer with junior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1419.",scenario,DBMS
Q_01420,SQL Developer,junior_professional,2.0,technical,DBMS,medium,"For a SQL Developer with junior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1420.",scenario,DBMS
Q_01421,SQL Developer,junior_professional,2.5,technical,DBMS,medium,"For a SQL Developer with junior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1421.",scenario,DBMS
Q_01422,SQL Developer,junior_professional,2.1,technical,DBMS,medium,"For a SQL Developer with junior_professional experience, ask a medium scenario question about DBMS. Include practical constraints and evaluation points. Question id 1422.",scenario,DBMS
Q_01423,SQL Developer,junior_professional,2.7,technical,DBMS,hard,"For a SQL Developer with junior_professional experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1423.",architecture,DBMS
Q_01424,SQL Developer,junior_professional,2.5,technical,DBMS,hard,"For a SQL Developer with junior_professional experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1424.",architecture,DBMS
Q_01425,SQL Developer,junior_professional,2.6,technical,DBMS,hard,"For a SQL Developer with junior_professional experience, ask a hard architecture question about DBMS. Include practical constraints and evaluation points. Question id 1425.",architecture,DBMS
